Date,Open,High,Low,Close,Volume
2024-04-08,157.25,158.75,156.75,158.00,30000000
2024-04-09,157.75,158.25,156.50,157.00,24000000
2024-04-10,156.75,158.00,156.00,157.50,26000000
2024-04-11,157.25,158.75,156.75,158.00,30000000
2024-04-12,157.75,158.25,156.50,157.00,28000000
2024-04-13,156.75,158.00,156.00,157.50,27000000
2024-04-14,157.25,158.75,156.75,158.00,30000000
2024-04-15,157.75,158.25,156.50,157.00,24000000
2024-04-16,156.75,158.00,156.00,157.50,26000000
2024-04-17,157.25,158.75,156.75,158.00,30000000
2024-04-18,157.75,158.25,156.50,157.00,28000000
2024-04-19,156.75,158.00,156.00,157.50,27000000
2024-04-20,157.25,158.75,156.75,158.00,30000000
2024-04-21,157.75,158.25,156.50,157.00,24000000
2024-04-22,156.75,158.00,156.00,157.50,26000000
2024-04-23,157.25,158.75,156.75,158.00,30000000
2024-04-24,157.75,158.25,156.50,157.00,28000000
2024-04-25,156.75,158.00,156.00,157.50,27000000
2024-04-26,157.25,158.75,156.75,158.00,30000000
2024-04-27,157.75,158.25,156.50,157.00,24000000
2024-04-28,156.75,158.00,156.00,157.50,26000000
2024-04-29,157.25,158.75,156.75,158.00,30000000
2024-04-30,157.75,158.25,156.50,157.00,28000000
2024-05-01,156.75,158.00,156.00,157.50,27000000
2024-05-02,157.25,158.75,156.75,158.00,30000000
2024-05-03,157.75,158.25,156.50,157.00,24000000
2024-05-04,156.75,158.00,156.00,157.50,26000000
2024-05-05,157.25,158.75,156.75,158.00,30000000
2024-05-06,157.75,158.25,156.50,157.00,28000000
2024-05-07,156.75,158.00,156.00,157.50,27000000
2024-05-08,157.25,158.75,156.75,158.00,30000000
2024-05-09,157.75,158.25,156.50,157.00,24000000
2024-05-10,156.75,158.00,156.00,157.50,26000000
2024-05-11,157.25,158.75,156.75,158.00,30000000
2024-05-12,157.75,158.25,156.50,157.00,28000000
2024-05-13,156.75,158.00,156.00,157.50,27000000
2024-05-14,157.25,158.75,156.75,158.00,30000000
2024-05-15,157.75,158.25,156.50,157.00,24000000
2024-05-16,156.75,158.00,156.00,157.50,26000000
2024-05-17,157.25,158.75,156.75,158.00,30000000
2024-05-18,157.75,158.25,156.50,157.00,28000000
2024-05-19,156.75,158.00,156.00,157.50,27000000
2024-05-20,157.25,158.75,156.75,158.00,30000000
2024-05-21,157.75,158.25,156.50,157.00,24000000
2024-05-22,156.75,158.00,156.00,157.50,26000000
2024-05-23,157.25,158.75,156.75,158.00,30000000
2024-05-24,157.75,158.25,156.50,157.00,28000000
2024-05-25,156.75,158.00,156.00,157.50,27000000
2024-05-26,157.25,158.75,156.75,158.00,30000000
2024-05-27,157.75,158.25,156.50,157.00,24000000
2024-05-28,156.75,158.00,156.00,157.50,26000000
2024-05-29,157.25,158.75,156.75,158.00,30000000
2024-05-30,157.75,158.25,156.50,157.00,28000000
2024-05-31,156.75,158.00,156.00,157.50,27000000
2024-06-01,157.25,158.75,156.75,158.00,30000000
2024-06-02,157.75,158.25,156.50,157.00,24000000
2024-06-03,156.75,158.00,156.00,157.50,26000000
2024-06-04,157.25,158.75,156.75,158.00,30000000
2024-06-05,157.75,158.25,156.50,157.00,28000000
2024-06-06,156.75,158.00,156.00,157.50,27000000
2024-06-07,157.25,158.75,156.75,158.00,30000000
2024-06-08,157.75,158.25,156.50,157.00,24000000
2024-06-09,156.75,158.00,156.00,157.50,26000000
2024-06-10,157.25,158.75,156.75,158.00,30000000
2024-06-11,157.75,158.25,156.50,157.00,28000000
2024-06-12,156.75,158.00,156.00,157.50,27000000
2024-06-13,157.25,158.75,156.75,158.00,30000000
2024-06-14,157.75,158.25,156.50,157.00,24000000
2024-06-15,156.75,158.00,156.00,157.50,26000000
2024-06-16,157.25,158.75,156.75,158.00,30000000
2024-06-17,157.75,158.25,156.50,157.00,28000000
2024-06-18,156.75,158.00,156.00,157.50,27000000
2024-06-19,157.25,158.75,156.75,158.00,30000000
2024-06-20,157.75,158.25,156.50,157.00,24000000
2024-06-21,156.75,158.00,156.00,157.50,26000000
2024-06-22,157.25,158.75,156.75,158.00,30000000
2024-06-23,157.75,158.25,156.50,157.00,28000000
2024-06-24,156.75,158.00,156.00,157.50,27000000
2024-06-25,157.25,158.75,156.75,158.00,30000000
2024-06-26,157.75,158.25,156.50,157.00,24000000
2024-06-27,156.75,158.00,156.00,157.50,26000000
2024-06-28,157.25,158.75,156.75,158.00,30000000
2024-06-29,157.75,158.25,156.50,157.00,28000000
2024-06-30,156.75,158.00,156.00,157.50,27000000
2024-07-01,157.25,158.75,156.75,158.00,30000000
2024-07-02,157.75,158.25,156.50,157.00,24000000
2024-07-03,156.75,158.00,156.00,157.50,26000000
2024-07-04,157.25,158.75,156.75,158.00,30000000
2024-07-05,157.75,158.25,156.50,157.00,28000000
2024-07-06,156.75,158.00,156.00,157.50,27000000
2024-07-07,157.25,158.75,156.75,158.00,30000000
2024-07-08,157.75,158.25,156.50,157.00,24000000
2024-07-09,156.75,158.00,156.00,157.50,26000000
2024-07-10,157.25,158.75,156.75,158.00,30000000
2024-07-11,157.75,158.25,156.50,157.00,28000000
2024-07-12,156.75,158.00,156.00,157.50,27000000
2024-07-13,157.25,158.75,156.75,158.00,30000000
2024-07-14,157.75,158.25,156.50,157.00,24000000
2024-07-15,156.75,158.00,156.00,157.50,26000000
2024-07-16,157.25,158.75,156.75,158.00,30000000
2024-07-17,157.75,158.25,156.50,157.00,28000000
2024-07-18,156.75,158.00,156.00,157.50,27000000
2024-07-19,157.25,158.75,156.75,158.00,30000000
2024-07-20,157.75,158.25,156.50,157.00,24000000
2024-07-21,156.75,158.00,156.00,157.50,26000000
2024-07-22,157.25,158.75,156.75,158.00,30000000
2024-07-23,157.75,158.25,156.50,157.00,28000000
2024-07-24,156.75,158.00,156.00,157.50,27000000
2024-07-25,157.25,158.75,156.75,158.00,30000000
2024-07-26,157.75,158.25,156.50,157.00,24000000
2024-07-27,156.75,158.00,156.00,157.50,26000000
2024-07-28,157.25,158.75,156.75,158.00,30000000
2024-07-29,157.75,158.25,156.50,157.00,28000000
2024-07-30,156.75,158.00,156.00,157.50,27000000
2024-07-31,157.25,158.75,156.75,158.00,30000000
2024-08-01,157.75,158.25,156.50,157.00,24000000
2024-08-02,156.75,158.00,156.00,157.50,26000000
2024-08-03,157.25,158.75,156.75,158.00,30000000
2024-08-04,157.75,158.25,156.50,157.00,28000000
2024-08-05,156.75,158.00,156.00,157.50,27000000
2024-08-06,157.25,158.75,156.75,158.00,30000000
2024-08-07,157.75,158.25,156.50,157.00,24000000
2024-08-08,156.75,158.00,156.00,157.50,26000000
2024-08-09,157.25,158.75,156.75,158.00,30000000
2024-08-10,157.75,158.25,156.50,157.00,28000000
2024-08-11,156.75,158.00,156.00,157.50,27000000
2024-08-12,157.25,158.75,156.75,158.00,30000000
2024-08-13,157.75,158.25,156.50,157.00,24000000
2024-08-14,156.75,158.00,156.00,157.50,26000000
2024-08-15,157.25,158.75,156.75,158.00,30000000
2024-08-16,157.75,158.25,156.50,157.00,28000000
2024-08-17,156.75,158.00,156.00,157.50,27000000
2024-08-18,157.25,158.75,156.75,158.00,30000000
2024-08-19,157.75,158.25,156.50,157.00,24000000
2024-08-20,156.75,158.00,156.00,157.50,26000000
2024-08-21,157.25,158.75,156.75,158.00,30000000
2024-08-22,157.75,158.25,156.50,157.00,28000000
2024-08-23,156.75,158.00,156.00,157.50,27000000
2024-08-24,157.25,158.75,156.75,158.00,30000000
2024-08-25,157.75,158.25,156.50,157.00,24000000
2024-08-26,156.75,158.00,156.00,157.50,26000000
2024-08-27,157.25,158.75,156.75,158.00,30000000
2024-08-28,157.75,158.25,156.50,157.00,28000000
2024-08-29,156.75,158.00,156.00,157.50,27000000
2024-08-30,157.25,158.75,156.75,158.00,30000000
2024-08-31,157.75,158.25,156.50,157.00,28000000
2024-09-01,156.75,158.00,156.00,157.50,27000000
2024-09-02,157.25,158.75,156.75,158.00,30000000
2024-09-03,157.75,158.25,156.50,157.00,24000000
2024-09-04,156.75,158.00,156.00,157.50,26000000
2024-09-05,157.25,158.75,156.75,158.00,30000000
2024-09-06,157.75,158.25,156.50,157.00,28000000
2024-09-07,156.75,158.00,156.00,157.50,27000000
2024-09-08,157.25,158.75,156.75,158.00,30000000
2024-09-09,157.75,158.25,156.50,157.00,24000000
2024-09-10,156.75,158.00,156.00,157.50,26000000
2024-09-11,157.25,158.75,156.75,158.00,30000000
2024-09-12,157.75,158.25,156.50,157.00,28000000
2024-09-13,156.75,158.00,156.00,157.50,27000000
2024-09-14,157.25,158.75,156.75,158.00,30000000
2024-09-15,157.75,158.25,156.50,157.00,24000000
2024-09-16,156.75,158.00,156.00,157.50,26000000
2024-09-17,157.25,158.75,156.75,158.00,30000000
2024-09-18,157.75,158.25,156.50,157.00,28000000
2024-09-19,156.75,158.00,156.00,157.50,27000000
2024-09-20,157.25,158.75,156.75,158.00,30000000
2024-09-21,157.75,158.25,156.50,157.00,24000000
2024-09-22,156.75,158.00,156.00,157.50,26000000
2024-09-23,157.25,158.75,156.75,158.00,30000000
2024-09-24,157.75,158.25,156.50,157.00,28000000
2024-09-25,156.75,158.00,156.00,157.50,27000000
2024-09-26,157.25,158.75,156.75,158.00,30000000
2024-09-27,157.75,158.25,156.50,157.00,24000000
2024-09-28,156.75,158.00,156.00,157.50,26000000
2024-09-29,157.25,158.75,156.75,158.00,30000000
2024-09-30,157.75,158.25,156.50,157.00,28000000
2024-10-01,156.75,158.00,156.00,157.50,27000000
2024-10-02,157.25,158.75,156.75,158.00,30000000
2024-10-03,157.75,158.25,156.50,157.00,24000000
2024-10-04,156.75,158.00,156.00,157.50,26000000
2024-10-05,157.25,158.75,156.75,158.00,30000000
2024-10-06,157.75,158.25,156.50,157.00,28000000
2024-10-07,156.75,158.00,156.00,157.50,27000000
2024-10-08,157.25,158.75,156.75,158.00,30000000
2024-10-09,157.75,158.25,156.50,157.00,24000000
2024-10-10,156.75,158.00,156.00,157.50,26000000
2024-10-11,157.25,158.75,156.75,158.00,30000000
2024-10-12,157.75,158.25,156.50,157.00,28000000
2024-10-13,156.75,158.00,156.00,157.50,27000000
2024-10-14,157.25,158.75,156.75,158.00,30000000
2024-10-15,157.75,158.25,156.50,157.00,24000000
2024-10-16,156.75,158.00,156.00,157.50,26000000
2024-10-17,157.25,158.75,156.75,158.00,30000000
2024-10-18,157.75,158.25,156.50,157.00,28000000
2024-10-19,156.75,158.00,156.00,157.50,27000000
2024-10-20,157.25,158.75,156.75,158.00,30000000
2024-10-21,157.75,158.25,156.50,157.00,24000000
2024-10-22,156.75,158.00,156.00,157.50,26000000
2024-10-23,157.25,158.75,156.75,158.00,30000000
2024-10-24,157.75,158.25,156.50,157.00,28000000
2024-10-25,156.75,158.00,156.00,157.50,27000000
2024-10-26,157.25,158.75,156.75,158.00,30000000
2024-10-27,157.75,158.25,156.50,157.00,24000000
2024-10-28,156.75,158.00,156.00,157.50,26000000
2024-10-29,157.25,158.75,156.75,158.00,30000000
2024-10-30,157.75,158.25,156.50,157.00,28000000
2024-10-31,156.75,158.00,156.00,157.50,27000000
2024-11-01,157.25,158.75,156.75,158.00,30000000
2024-11-02,157.75,158.25,156.50,157.00,24000000
2024-11-03,156.75,158.00,156.00,157.50,26000000
2024-11-04,157.25,158.75,156.75,158.00,30000000
2024-11-05,157.75,158.25,156.50,157.00,28000000
2024-11-06,156.75,158.00,156.00,157.50,27000000
2024-11-07,157.25,158.75,156.75,158.00,30000000
2024-11-08,157.75,158.25,156.50,157.00,24000000
2024-11-09,156.75,158.00,156.00,157.50,26000000
2024-11-10,157.25,158.75,156.75,158.00,30000000
2024-11-11,157.75,158.25,156.50,157.00,28000000
2024-11-12,156.75,158.00,156.00,157.50,27000000
2024-11-13,157.25,158.75,156.75,158.00,30000000
2024-11-14,157.75,158.25,156.50,157.00,24000000
2024-11-15,156.75,158.00,156.00,157.50,26000000
2024-11-16,157.25,158.75,156.75,158.00,30000000
2024-11-17,157.75,158.25,156.50,157.00,28000000
2024-11-18,156.75,158.00,156.00,157.50,27000000
2024-11-19,157.25,158.75,156.75,158.00,30000000
2024-11-20,157.75,158.25,156.50,157.00,24000000
2024-11-21,156.75,158.00,156.00,157.50,26000000
2024-11-22,157.25,158.75,156.75,158.00,30000000
2024-11-23,157.75,158.25,156.50,157.00,28000000
2024-11-24,156.75,158.00,156.00,157.50,27000000
2024-11-25,157.25,158.75,156.75,158.00,30000000
2024-11-26,157.75,158.25,156.50,157.00,24000000
2024-11-27,156.75,158.00,156.00,157.50,26000000
2024-11-28,157.25,158.75,156.75,158.00,30000000
2024-11-29,157.75,158.25,156.50,157.00,28000000
2024-11-30,156.75,158.00,156.00,157.50,27000000
2024-12-01,157.25,158.75,156.75,158.00,30000000
2024-12-02,157.75,158.25,156.50,157.00,24000000
2024-12-03,156.75,158.00,156.00,157.50,26000000
2024-12-04,157.25,158.75,156.75,158.00,30000000
2024-12-05,157.75,158.25,156.50,157.00,28000000
2024-12-06,156.75,158.00,156.00,157.50,27000000
2024-12-07,157.25,158.75,156.75,158.00,30000000
2024-12-08,157.75,158.25,156.50,157.00,24000000
2024-12-09,156.75,158.00,156.00,157.50,26000000
2024-12-10,157.25,158.75,156.75,158.00,30000000
2024-12-11,157.75,158.25,156.50,157.00,28000000
2024-12-12,156.75,158.00,156.00,157.50,27000000
2024-12-13,157.25,158.75,156.75,158.00,30000000
2024-12-14,157.75,158.25,156.50,157.00,24000000
2024-12-15,156.75,158.00,156.00,157.50,26000000
2024-12-16,157.25,158.75,156.75,158.00,30000000
2024-12-17,157.75,158.25,156.50,157.00,28000000
2024-12-18,156.75,158.00,156.00,157.50,27000000
2024-12-19,157.25,158.75,156.75,158.00,30000000
2024-12-20,157.75,158.25,156.50,157.00,24000000
2024-12-21,156.75,158.00,156.00,157.50,26000000
2024-12-22,157.25,158.75,156.75,158.00,30000000
2024-12-23,157.75,158.25,156.50,157.00,28000000
2024-12-24,156.75,158.00,156.00,157.50,27000000
2024-12-25,157.25,158.75,156.75,158.00,30000000
2024-12-26,157.75,158.25,156.50,157.00,24000000
2024-12-27,156.75,158.00,156.00,157.50,26000000
2024-12-28,157.25,158.75,156.75,158.00,30000000
2024-12-29,157.75,158.25,156.50,157.00,28000000
2024-12-30,156.75,158.00,156.00,157.50,27000000
2024-12-31,157.25,158.75,156.75,158.00,30000000
2025-01-01,157.75,158.25,156.50,157.00,24000000
2025-01-02,156.75,158.00,156.00,157.50,26000000
2025-01-03,157.25,158.75,156.75,158.00,30000000
2025-01-04,157.75,158.25,156.50,157.00,28000000
2025-01-05,156.75,158.00,156.00,157.50,27000000
2025-01-06,157.25,158.75,156.75,158.00,30000000
2025-01-07,157.75,158.25,156.50,157.00,24000000
2025-01-08,156.75,158.00,156.00,157.50,26000000
2025-01-09,157.25,158.75,156.75,158.00,30000000
2025-01-10,157.75,158.25,156.50,157.00,28000000
2025-01-11,156.75,158.00,156.00,157.50,27000000
2025-01-12,157.25,158.75,156.75,158.00,30000000
2025-01-13,157.75,158.25,156.50,157.00,24000000
2025-01-14,156.75,158.00,156.00,157.50,26000000
2025-01-15,157.25,158.75,156.75,158.00,30000000
2025-01-16,157.75,158.25,156.50,157.00,28000000
2025-01-17,156.75,158.00,156.00,157.50,27000000
2025-01-18,157.25,158.75,156.75,158.00,30000000
2025-01-19,157.75,158.25,156.50,157.00,24000000
2025-01-20,156.75,158.00,156.00,157.50,26000000
2025-01-21,157.25,158.75,156.75,158.00,30000000
2025-01-22,157.75,158.25,156.50,157.00,28000000
2025-01-23,156.75,158.00,156.00,157.50,27000000
2025-01-24,157.25,158.75,156.75,158.00,30000000
2025-01-25,157.75,158.25,156.50,157.00,24000000
2025-01-26,156.75,158.00,156.00,157.50,26000000
2025-01-27,157.25,158.75,156.75,158.00,30000000
2025-01-28,157.75,158.25,156.50,157.00,28000000
2025-01-29,156.75,158.00,156.00,157.50,27000000
2025-01-30,157.25,158.75,156.75,158.00,30000000
2025-01-31,157.75,158.25,156.50,157.00,28000000
2025-02-01,156.75,158.00,156.00,157.50,27000000
2025-02-02,157.25,158.75,156.75,158.00,30000000
2025-02-03,157.75,158.25,156.50,157.00,24000000
2025-02-04,156.75,158.00,156.00,157.50,26000000
2025-02-05,157.25,158.75,156.75,158.00,30000000
2025-02-06,157.75,158.25,156.50,157.00,28000000
2025-02-07,156.75,158.00,156.00,157.50,27000000
2025-02-08,157.25,158.75,156.75,158.00,30000000
2025-02-09,157.75,158.25,156.50,157.00,24000000
2025-02-10,156.75,158.00,156.00,157.50,26000000
2025-02-11,157.25,158.75,156.75,158.00,30000000
2025-02-12,157.75,158.25,156.50,157.00,28000000
2025-02-13,156.75,158.00,156.00,157.50,27000000
2025-02-14,157.25,158.75,156.75,158.00,30000000
2025-02-15,157.75,158.25,156.50,157.00,24000000
2025-02-16,156.75,158.00,156.00,157.50,26000000
2025-02-17,157.25,158.75,156.75,158.00,30000000
2025-02-18,157.75,158.25,156.50,157.00,28000000
2025-02-19,156.75,158.00,156.00,157.50,27000000
2025-02-20,157.25,158.75,156.75,158.00,30000000
2025-02-21,157.75,158.25,156.50,157.00,24000000
2025-02-22,156.75,158.00,156.00,157.50,26000000
2025-02-23,157.25,158.75,156.75,158.00,30000000
2025-02-24,157.75,158.25,156.50,157.00,28000000
2025-02-25,156.75,158.00,156.00,157.50,27000000
2025-02-26,157.25,158.75,156.75,158.00,30000000
2025-02-27,157.75,158.25,156.50,157.00,24000000
2025-02-28,156.75,158.00,156.00,157.50,26000000
2025-03-01,157.25,158.75,156.75,158.00,30000000
2025-03-02,157.75,158.25,156.50,157.00,28000000
2025-03-03,156.75,158.00,156.00,157.50,27000000
2025-03-04,157.25,158.75,156.75,158.00,30000000
2025-03-05,157.75,158.25,156.50,157.00,24000000
2025-03-06,156.75,158.00,156.00,157.50,26000000
2025-03-07,157.25,158.75,156.75,158.00,30000000
2025-03-08,157.75,158.25,156.50,157.00,28000000
2025-03-09,156.75,158.00,156.00,157.50,27000000
2025-03-10,157.25,158.75,156.75,158.00,30000000
2025-03-11,157.75,158.25,156.50,157.00,24000000
2025-03-12,156.75,158.00,156.00,157.50,26000000
2025-03-13,157.25,158.75,156.75,158.00,30000000
2025-03-14,157.75,158.25,156.50,157.00,28000000
2025-03-15,156.75,158.00,156.00,157.50,27000000
2025-03-16,157.25,158.75,156.75,158.00,30000000
2025-03-17,157.75,158.25,156.50,157.00,24000000
2025-03-18,156.75,158.00,156.00,157.50,26000000
2025-03-19,157.25,158.75,156.75,158.00,30000000
2025-03-20,157.75,158.25,156.50,157.00,28000000
2025-03-21,156.75,158.00,156.00,157.50,27000000
2025-03-22,157.25,158.75,156.75,158.00,30000000
2025-03-23,157.75,158.25,156.50,157.00,24000000
2025-03-24,156.75,158.00,156.00,157.50,26000000
2025-03-25,157.25,158.75,156.75,158.00,30000000
2025-03-26,157.75,158.25,156.50,157.00,28000000
2025-03-27,156.75,158.00,156.00,157.50,27000000
2025-03-28,157.25,158.75,156.75,158.00,30000000
2025-03-29,157.75,158.25,156.50,157.00,24000000
2025-03-30,156.75,158.00,156.00,157.50,26000000
2025-03-31,157.25,158.75,156.75,158.00,30000000
2025-04-01,157.75,158.25,156.50,157.00,28000000
2025-04-02,156.75,158.00,156.00,157.50,27000000
2025-04-03,157.25,158.75,156.75,158.00,30000000
2025-04-04,157.75,158.25,156.50,157.00,24000000
2025-04-05,156.75,158.00,156.00,157.50,26000000
2025-04-06,157.25,158.75,156.75,158.00,30000000
2025-04-07,157.75,158.25,156.50,157.00,28000000
2025-04-08,156.75,158.00,156.00,157.50,27000000
2025-04-09,157.25,158.75,156.75,158.00,30000000
2025-04-10,157.75,158.25,156.50,157.00,24000000
2025-04-11,156.75,158.00,156.00,157.50,26000000
2025-04-12,157.25,158.75,156.75,158.00,30000000
2025-04-13,157.75,158.25,156.50,157.00,28000000
2025-04-14,156.75,158.00,156.00,157.50,27000000
2025-04-15,157.25,158.75,156.75,158.00,30000000
2025-04-16,157.75,158.25,156.50,157.00,24000000
2025-04-17,156.75,158.00,156.00,157.50,26000000
2025-04-18,157.25,158.75,156.75,158.00,30000000
2025-04-19,157.75,158.25,156.50,157.00,28000000
2025-04-20,156.75,158.00,156.00,157.50,27000000
2025-04-21,157.25,158.75,156.75,158.00,30000000
2025-04-22,157.75,158.25,156.50,157.00,24000000
2025-04-23,156.75,158.00,156.00,157.50,26000000
2025-04-24,157.25,158.75,156.75,158.00,30000000
2025-04-25,157.75,158.25,156.50,157.00,28000000
2025-04-26,156.75,158.00,156.00,157.50,27000000
2025-04-27,157.25,158.75,156.75,158.00,30000000
2025-04-28,157.75,158.25,156.50,157.00,24000000
2025-04-29,156.75,158.00,156.00,157.50,26000000
2025-04-30,157.25,158.75,156.75,158.00,30000000
2025-05-01,157.75,158.25,156.50,157.00,28000000
2025-05-02,156.75,158.00,156.00,157.50,27000000
2025-05-03,157.25,158.75,156.75,158.00,30000000
2025-05-04,157.75,158.25,156.50,157.00,24000000
2025-05-05,156.75,158.00,156.00,157.50,26000000
2025-05-06,157.25,158.75,156.75,158.00,30000000
2025-05-07,157.75,158.25,156.50,157.00,28000000
2025-05-08,156.75,158.00,156.00,157.50,27000000
2025-05-09,157.25,158.75,156.75,158.00,30000000
2025-05-10,157.75,158.25,156.50,157.00,24000000
2025-05-11,156.75,158.00,156.00,157.50,26000000
2025-05-12,157.25,158.75,156.75,158.00,30000000
2025-05-13,157.75,158.25,156.50,157.00,28000000
2025-05-14,156.75,158.00,156.00,157.50,27000000
2025-05-15,157.25,158.75,156.75,158.00,30000000
2025-05-16,157.75,158.25,156.50,157.00,24000000
2025-05-17,156.75,158.00,156.00,157.50,26000000
2025-05-18,157.25,158.75,156.75,158.00,30000000
2025-05-19,157.75,158.25,156.50,157.00,28000000
2025-05-20,156.75,158.00,156.00,157.50,27000000
2025-05-21,157.25,158.75,156.75,158.00,30000000
2025-05-22,157.75,158.25,156.50,157.00,24000000
2025-05-23,156.75,158.00,156.00,157.50,26000000
2025-05-24,157.25,158.75,156.75,158.00,30000000
2025-05-25,157.75,158.25,156.50,157.00,28000000
2025-05-26,156.75,158.00,156.00,157.50,27000000
2025-05-27,157.25,158.75,156.75,158.00,30000000
2025-05-28,157.75,158.25,156.50,157.00,24000000
2025-05-29,156.75,158.00,156.00,157.50,26000000
2025-05-30,157.25,158.75,156.75,158.00,30000000
2025-05-31,157.75,158.25,156.50,157.00,28000000
2025-06-01,156.75,158.00,156.00,157.50,27000000
